Age,Country,Directors,Disney+,F1,Genres,Hulu,ID,IMDb,Language,Netflix,Prime Video,Rotten Tomatoes,Runtime,Title,Type,Year,budget,genre,inflation_adjusted_gross,movie_title,mpaa_rating,profit %,profit,release_date,revenue,title,total_gross
,,,,,,,,,,,,,,,,,,,0,The Many Adventures of Winnie the Pooh,,,,11-03-1977,,,0
,,,,,,,,,,,,,,,,,,,105847527,Herbie Goes to Monte Carlo,,,,24-06-1977,,,28000000
,,,,,,,,,,,,,,,,,,,120377374,The Black Hole,,,,21-12-1979,,,35841901
,,,,,,,,,,,,,,,,,,,9088096,Midnight Madness,,,,08-02-1980,,,2900000
,,,,,,,,,,,,,,,,,,,34472116,The Last Flight of Noah’s Ark,,,,25-06-1980,,,11000000
,,,,,,,,,,,,,,,,,,,48517980,The Devil and Max Devlin,,,,01-01-1981,,,16000000
,,,,,,,,,,,,,,,,,,,0,Frank McKlusky C.I.,,,,01-01-2002,,,0
,,,,,,,,,,,,,,,,,,Action,0,Condorman,,,,07-08-1981,,,0
,,,,,,,,,,,,,,,,,,Action,77184895,Tron,,,,09-07-1982,,,26918576
,,,,,,,,,,,,,,,,,,Action,60097074,Shoot to Kill,,,,12-02-1988,,,29300000
,,,,,,,,,,,,,,,,,,Action,12009960,The Rescue,,,,05-08-1988,,,5855392
,,,,,,,,,,,,,,,,,,Adventure,528279994,"20,000 Leagues Under the Sea",,,,23-12-1954,,,28200000
,,,,,,,,,,,,,,,,,,Adventure,153870834,The Sword in the Stone,,,,25-12-1963,,,22182353
,,,,,,,,,,,,,,,,,,Adventure,159743914,The Rescuers,,,,22-06-1977,,,48775599
,,,,,,,,,,,,,,,,,,Adventure,33900697,Baby: Secret of the Lost Legend,,,,22-03-1985,,,14276095
,,,,,,,,,,,,,,,,,,Adventure,25215934,Return to Oz,,,,21-06-1985,,,10618813
,,,,,,,,,,,,,,,,,,Adventure,50553142,The Black Cauldron,,,,24-07-1985,,,21288692
,,,,,,,,,,,,,,,,,,Adventure,53637367,The Great Mouse Detective,,,,02-07-1986,,,23605534
,,,,,,,,,,,,,,,,,,Adventure,42183197,Flight of the Navigator,,,,30-07-1986,,,18564613
,,,,,,,,,,,,,,,,,,Adventure,32798382,Benji the Hunted,,,,05-06-1987,,,15212539
,,,,,,,,,,,,,,,,,,Adventure,16653473,Cheetah,,,,18-08-1989,,,7882250
,,,,,,,,,,,,,,,,,,Comedy,310094574,The Absent Minded Professor,,,,16-03-1961,,,25381407
,,,,,,,,,,,,,,,,,,Comedy,138612686,Blackbeard's Ghost,,,,08-02-1968,,,21540050
,,,,,,,,,,,,,,,,,,Comedy,101200742,The Boatniks,,,,01-07-1970,,,18607492
,,,,,,,,,,,,,,,,,,Comedy,131246872,The Apple Dumpling Gang,,,,01-07-1975,,,31916500
,,,,,,,,,,,,,,,,,,Comedy,98067733,Freaky Friday,,,,21-01-1977,,,25942000
,,,,,,,,,,,,,,,,,,Comedy,133118889,The Fox and the Hound,,,,10-07-1981,,,43899231
,,,,,,,,,,,,,,,,,,Comedy,11519089,Trenchcoat,,,,11-03-1983,,,4304286
,,,,,,,,,,,,,,,,,,Comedy,9736051,My Science Project,,,,09-08-1985,,,4100000
,,,,,,,,,,,,,,,,,,Comedy,11003932,Off Beat,,,,11-04-1986,,,4842778
,,,,,,,,,,,,,,,,,,Comedy,48758184,Tough Guys,,,,03-10-1986,,,21458229
,,,,,,,,,,,,,,,,,,Comedy,54787202,Tin Men,,,,06-03-1987,,,25411386
,,,,,,,,,,,,,,,,,,Comedy,50686462,Ernest Goes to Camp,,,,22-05-1987,,,23509382
,,,,,,,,,,,,,,,,,,Comedy,72853569,Adventures in Babysitting,,,,03-07-1987,,,33790923
,,,,,,,,,,,,,,,,,,Comedy,44024529,Hello Again,,,,06-11-1987,,,20419446
,,,,,,,,,,,,,,,,,,Comedy,11300331,Heartbreak Hotel,,,,30-09-1988,,,5509417
,,,,,,,,,,,,,,,,,,Comedy,15233465,Disorganized Crime,,,,14-04-1989,,,7210149
,,,,,,,,,,,,,,,,,,Comedy,2210321,Where the Heart Is,,,,23-02-1990,,,1106475
,,,,,,,,,,,,,,,,,,Comedy,19149495,Scenes from a Mall,,,,22-02-1991,,,9563393
,,,,,,,,,,,,,,,,,,Comedy,1473665,Holy Matrimony,,,,08-04-1994,,,713234
,,,,,,,,,,,,,,,,,,Comedy,125666,It's Pat,,,,26-08-1994,,,60822
,,,,,,,,,,,,,,,,,,Drama,21505832,Sleeping Beauty,,,,29-01-1959,,,9464608
,,,,,,,,,,,,,,,,,,Drama,0,Amy,,,,20-03-1981,,,0
,,,,,,,,,,,,,,,,,,Drama,12903059,Night Crossing,,,,05-02-1982,,,4500000
,,,,,,,,,,,,,,,,,,Drama,20643199,Tex,,,,19-11-1982,,,7199408
,,,,,,,,,,,,,,,,,,Drama,70669955,Never Cry Wolf,,,,07-10-1983,,,27668764
,,,,,,,,,,,,,,,,,,Drama,3223725,Running Brave,,,,04-11-1983,,,1204595
,,,,,,,,,,,,,,,,,,Drama,21075000,Country,,,,29-09-1984,,,8400000
,,,,,,,,,,,,,,,,,,Drama,22302956,The Journey of Natty Gann,,,,27-09-1985,,,9468512
,,,,,,,,,,,,,,,,,,Drama,31415432,One Magic Christmas,,,,22-11-1985,,,13229514
,,,,,,,,,,,,,,,,,,Drama,9772655,The Good Mother,,,,04-11-1988,,,4764606
,,,,,,,,,,,,,,,,,,Drama,14617333,Wild Hearts Can't Be Broken,,,,24-05-1991,,,7300000
,,,,,,,,,,,,,,,,,,Horror,15136765,Something Wicked This Way Comes,,,,29-04-1983,,,5656087
,,,,,,,,,,,,,,,,,,Musical,91305448,Bedknobs and Broomsticks,,,,07-10-1971,,,17871174
,,,,,,,,,,,,,,,,,,Romantic Comedy,68181300,Can't Buy Me Love,,,,14-08-1987,,,31623833
,,,,,,,,,,,,,,,,,,Thriller/Suspense,26062188,D.O.A.,,,,18-03-1988,,,12706478
,,,,,,,,,,,,,,,,,,Adventure,2188229052,Pinocchio,G,,,09-02-1940,,,84300000
,,,,,,,,,,,,,,,,,,Adventure,1078510579,Song of the South,G,,,12-11-1946,,,65000000
,,,,,,,,,,,,,,,,,,Adventure,102254492,Oliver & Company,G,,,18-11-1988,,,49576671
,,,,,,,,,,,,,,,,,,Adventure,223726012,The Little Mermaid,G,,,15-11-1989,,,111543479
,,,,,,,,,,,,,,,,,,Adventure,36107823,DuckTales: The Movie - Treasure of th…,G,,,03-08-1990,,,18075331
,,,,,,,,,,,,,,,,,,Adventure,55796728,The Rescuers Down Under,G,,,16-11-1990,,,27931461
,,,,,,,,,,,,,,,,,,Adventure,85182343,Homeward Bound: The Incredible Journey,G,,,03-02-1993,,,41833324
,,,,,,,,,,,,,,,,,,Adventure,274370957,Pocahontas,G,,,10-06-1995,,,141579773
,,,,,,,,,,,,,,,,,,Adventure,370409631,Toy Story,G,,,22-11-1995,,,191796233
,,,,,,,,,,,,,,,,,,Adventure,65470567,Muppet Treasure Island,G,,,16-02-1996,,,34327391
,,,,,,,,,,,,,,,,,,Adventure,62384706,Homeward Bound II: Lost in San Franc…,G,,,08-03-1996,,,32709423
,,,,,,,,,,,,,,,,,,Adventure,190988799,The Hunchback of Notre Dame,G,,,21-06-1996,,,100138851
,,,,,,,,,,,,,,,,,,Adventure,182029412,Hercules,G,,,13-06-1997,,,99112101
,,,,,,,,,,,,,,,,,,Adventure,216807832,Mulan,G,,,19-06-1998,,,120620254
,,,,,,,,,,,,,,,,,,Adventure,288981698,A Bug's Life,G,,,20-11-1998,,,162798565
,,,,,,,,,,,,,,,,,,Adventure,32228598,Doug's 1st Movie,G,,,26-03-1999,,,19421271
,,,,,,,,,,,,,,,,,,Adventure,283900254,Tarzan,G,,,16-06-1999,,,171091819
,,,,,,,,,,,,,,,,,,Adventure,404450426,Toy Story 2,G,,,19-11-1999,,,245852179
,,,,,,,,,,,,,,,,,,Adventure,71228678,The Tigger Movie,G,,,11-02-2000,,,45542421
,,,,,,,,,,,,,,,,,,Adventure,136789252,The Emperor's New Groove,G,,,15-12-2000,,,89296573
,,,,,,,,,,,,,,,,,,Adventure,70269715,Peter Pan: Return to Neverland,G,,,15-02-2002,,,48430258
,,,,,,,,,,,,,,,,,,Adventure,24650121,The Country Bears,G,,,26-07-2002,,,16988996
,,,,,,,,,,,,,,,,,,Adventure,66966883,The Jungle Book 2,G,,,14-02-2003,,,47901582
,,,,,,,,,,,,,,,,,,Adventure,119218333,Brother Bear,G,,,24-10-2003,,,85336277
,,,,,,,,,,,,,,,,,,Adventure,9254344,Young Black Stallion,G,,,25-12-2003,,,6751389
,,,,,,,,,,,,,,,,,,Adventure,23801835,Pooh's Heffalump Movie,G,,,11-02-2005,,,18098433
,,,,,,,,,,,,,,,,,,Adventure,25616292,Valiant,G,,,19-08-2005,,,19478106
,,,,,,,,,,,,,,,,,,Adventure,177954661,Chicken Little,G,,,04-11-2005,,,135386665
,,,,,,,,,,,,,,,,,,Adventure,48114115,The Wild,G,,,14-04-2006,,,37384046
,,,,,,,,,,,,,,,,,,Adventure,119860589,Meet the Robinsons,G,,,30-03-2007,,,97822171
,,,,,,,,,,,,,,,,,,Adventure,262771918,WALL-E,G,,,27-06-2008,,,223808164
,,,,,,,,,,,,,,,,,,Adventure,16961607,Gake no ue no Ponyo,G,,,14-08-2009,,,15090399
,,,,,,,,,,,,,,,,,,Adventure,34509545,Toy Story 3D Double Feature,G,,,02-10-2009,,,30702446
,,,,,,,,,,,,,,,,,,Adventure,116316457,The Princess and the Frog,G,,,25-11-2009,,,104400899
,,,,,,,,,,,,,,,,,,Adventure,203522177,Cars 2,G,,,24-06-2011,,,191450875
,,,,,,,,,,,,,,,,,,Adventure,28375869,Winnie the Pooh,G,,,15-07-2011,,,26692846
,,,,,,,,,,,,,,,,,,Adventure,20325733,The Secret World of Arietty,G,,,17-02-2012,,,19192510
,,,,,,,,,,,,,,,,,,Adventure,278395641,Monsters University,G,,,21-06-2013,,,268488329
,,,,,,,,,,,,,,,,,,Comedy,1362870985,101 Dalmatians,G,,,25-01-1961,,,153000000
,,,,,,,,,,,,,,,,,,Comedy,55417615,The Muppet Christmas Carol,G,,,11-12-1992,,,27281507
,,,,,,,,,,,,,,,,,,Comedy,68479579,A Goofy Movie,G,,,07-04-1995,,,35336439
,,,,,,,,,,,,,,,,,,Comedy,258728898,101 Dalmatians,G,,,27-11-1996,,,136189294
,,,,,,,,,,,,,,,,,,Comedy,104055039,102 Dalmatians,G,,,22-11-2000,,,66941559
,,,,,,,,,,,,,,,,,,Comedy,54656124,Recess: School's Out,G,,,16-02-2001,,,36696761
,,,,,,,,,,,,,,,,,,Comedy,161218928,The Princess Diaries,G,,,03-08-2001,,,108244774
,,,,,,,,,,,,,,,,,,Comedy,201959095,The Santa Clause 2,G,,,01-11-2002,,,139225854
,,,,,,,,,,,,,,,,,,Comedy,32298812,Piglet's Big Movie,G,,,21-03-2003,,,23103423
,,,,,,,,,,,,,,,,,,Comedy,32064685,Ice Princess,G,,,18-03-2005,,,24381334
,,,,,,,,,,,,,,,,,,Comedy,86812798,Herbie: Fully Loaded,G,,,22-06-2005,,,66010682
,,,,,,,,,,,,,,,,,,Comedy,314140384,Cars,G,,,09-06-2006,,,244082982
,,,,,,,,,,,,,,,,,,Comedy,108694869,The Santa Clause 3: The Escape Clause,G,,,03-11-2006,,,84500122
,,,,,,,,,,,,,,,,,,Comedy,53550960,College Road Trip,G,,,07-03-2008,,,45610425
,,,,,,,,,,,,,,,,,,Comedy,106270797,Gnomeo and Juliet,G,,,11-02-2011,,,99967670
,,,,,,,,,,,,,,,,,,Concert/Performance,76646993,Hannah Montana/Miley Cyrus: Best of B…,G,,,01-02-2008,,,65281781
,,,,,,,,,,,,,,,,,,Concert/Performance,38174685,Jonas Brothers: The 3D Concert Experi…,G,,,27-02-2009,,,38174685
,,,,,,,,,,,,,,,,,,Documentary,23803108,Ghosts of the Abyss,G,,,11-04-2003,,,17093668
,,,,,,,,,,,,,,,,,,Documentary,11740942,Aliens of the Deep,G,,,28-01-2005,,,8968684
,,,,,,,,,,,,,,,,,,Documentary,12948025,Roving Mars,G,,,27-01-2006,,,10407978
,,,,,,,,,,,,,,,,,,Documentary,35981010,Earth,G,,,22-04-2009,,,32011576
,,,,,,,,,,,,,,,,,,Documentary,20751600,Oceans,G,,,22-04-2010,,,19422319
,,,,,,,,,,,,,,,,,,Documentary,16401551,African Cats,G,,,22-04-2011,,,15428747
,,,,,,,,,,,,,,,,,,Documentary,30675725,Chimpanzee,G,,,20-04-2012,,,28965459
,,,,,,,,,,,,,,,,,,Documentary,18346024,Bears,G,,,18-04-2014,,,17780194
,,,,,,,,,,,,,,,,,,Documentary,16432322,Monkey Kingdom,G,,,17-04-2015,,,16432322
,,,,,,,,,,,,,,,,,,Documentary,7895708,A Beautiful Planet,G,,,29-04-2016,,,7895708
,,,,,,,,,,,,,,,,,,Drama,920608730,Cinderella,G,,,15-02-1950,,,85000000
,,,,,,,,,,,,,,,,,,Drama,1236035515,Lady and the Tramp,G,,,22-06-1955,,,93600000
,,,,,,,,,,,,,,,,,,Drama,10111144,The Straight Story,G,,,15-10-1999,,,6197866
,,,,,,,,,,,,,,,,,,Drama,109691666,The Rookie,G,,,29-03-2002,,,75600072
,,,,,,,,,,,,,,,,,,Drama,89443640,Hannah Montana the Movie,G,,,10-04-2009,,,79576189
,,,,,,,,,,,,,,,,,,Musical,5228953251,Snow White and the Seven Dwarfs,G,,,21-12-1937,,,184925485
,,,,,,,,,,,,,,,,,,Musical,2187090808,Fantasia,G,,,13-11-1940,,,83320000
,,,,,,,,,,,,,,,,,,Musical,124841160,Babes in Toyland,G,,,14-12-1961,,,10218316
,,,,,,,,,,,,,,,,,,Musical,255161499,The Aristocats,G,,,24-04-1970,,,55675257
,,,,,,,,,,,,,,,,,,Musical,363017667,Beauty and the Beast,G,,,13-11-1991,,,218951625
,,,,,,,,,,,,,,,,,,Musical,94852354,Fantasia 2000 (IMAX),G,,,01-01-2000,,,60507228
,,,,,,,,,,,,,,,,,,Musical,14238144,Fantasia 2000 (Theatrical Release),G,,,16-06-2000,,,9103630
,,,,,,,,,,,,,,,,,,Musical,36980311,Beauty and the Beast (IMAX),G,,,01-01-2002,,,25487028
,,,,,,,,,,,,,,,,,,Musical,106308538,High School Musical 3: Senior Year,G,,,24-10-2008,,,90559416
,,,,,,,,,,,,,,,,,,Romantic Comedy,129164207,The Princess Diaries 2: Royal Engagement,G,,,11-08-2004,,,95149435
,,,,,,,,,,,,,,,,,,Comedy,109581646,Bon Voyage!,Not Rated,,,17-05-1962,,,9230769
,,,,,,,,,,,,,,,,,,Documentary,426246,America's Heart and Soul,Not Rated,,,02-07-2004,,,314000
,,,,,,,,,,,,,,,,,,,5497481,Newsies,PG,,,08-04-1992,,,2706352
,,,,,,,,,,,,,,,,,,,380218,Endurance,PG,,,14-05-1999,,,229128
,,,,,,,,,,,,,,,,,,Action,207231621,Dick Tracy,PG,,,15-06-1990,,,103738726
,,,,,,,,,,,,,,,,,,Action,93256673,The Rocketeer,PG,,,21-06-1991,,,46573027
,,,,,,,,,,,,,,,,,,Action,58965304,3 Ninjas,PG,,,07-08-1992,,,29028000
,,,,,,,,,,,,,,,,,,Action,42445058,Super Mario Bros.,PG,,,28-05-1993,,,20844907
,,,,,,,,,,,,,,,,,,Action,24267154,3 Ninjas Kick Back,PG,,,06-05-1994,,,11744960
,,,,,,,,,,,,,,,,,,Adventure,28073384,Return to Snowy River,PG,,,15-04-1988,,,13687027
,,,,,,,,,,,,,,,,,,Adventure,276191669,"Honey, I Shrunk the Kids",PG,,,23-06-1989,,,130724172
,,,,,,,,,,,,,,,,,,Adventure,69540672,White Fang,PG,,,18-01-1991,,,34729091
,,,,,,,,,,,,,,,,,,Adventure,30084149,Haakon Haakonsen,PG,,,01-03-1991,,,15024232
,,,,,,,,,,,,,,,,,,Adventure,26248558,A Far Off Place,PG,,,12-03-1993,,,12890752
,,,,,,,,,,,,,,,,,,Adventure,49080505,The Adventures of Huck Finn,PG,,,02-04-1993,,,24103594
,,,,,,,,,,,,,,,,,,Adventure,109310377,The Three Musketeers,PG,,,12-11-1993,,,53661805
,,,,,,,,,,,,,,,,,,Adventure,18083994,White Fang 2: Myth of the White Wolf,PG,,,15-04-1994,,,8752399
,,,,,,,,,,,,,,,,,,Adventure,47809421,Operation Dumbo Drop,PG,,,28-07-1995,,,24670346
,,,,,,,,,,,,,,,,,,Adventure,25981285,A Kid in King Arthur's Court,PG,,,11-08-1995,,,13406717
,,,,,,,,,,,,,,,,,,Adventure,45911517,Tom and Huck,PG,,,22-12-1995,,,23837227
,,,,,,,,,,,,,,,,,,Adventure,55159783,James and the Giant Peach,PG,,,12-04-1996,,,28921264
,,,,,,,,,,,,,,,,,,Adventure,87906042,Mighty Joe Young,PG,,,25-12-1998,,,50632037
,,,,,,,,,,,,,,,,,,Adventure,95208344,Mission to Mars,PG,,,10-03-2000,,,60874615
,,,,,,,,,,,,,,,,,,Adventure,215438985,Dinosaur,PG,,,19-05-2000,,,137748063
,,,,,,,,,,,,,,,,,,Adventure,125188122,Atlantis: The Lost Empire,PG,,,08-06-2001,,,84052762
,,,,,,,,,,,,,,,,,,Adventure,211506702,Lilo & Stitch,PG,,,21-06-2002,,,145771527
,,,,,,,,,,,,,,,,,,Adventure,14338992,Sen to Chihiro no Kamikakushi,PG,,,20-09-2002,,,10049886
,,,,,,,,,,,,,,,,,,Adventure,55189145,Treasure Planet,PG,,,27-11-2002,,,38120554
,,,,,,,,,,,,,,,,,,Adventure,32585356,Around the World in 80 Days,PG,,,16-06-2004,,,24004159
,,,,,,,,,,,,,,,,,,Adventure,354488708,The Incredibles,PG,,,05-11-2004,,,261441092
,,,,,,,,,,,,,,,,,,Adventure,234069353,National Treasure,PG,,,19-11-2004,,,173005002
,,,,,,,,,,,,,,,,,,Adventure,6194870,Hauru no ugoku shiro,PG,,,10-06-2005,,,4710455
,,,,,,,,,,,,,,,,,,Adventure,84088854,Sky High,PG,,,29-07-2005,,,63939454
,,,,,,,,,,,,,,,,,,Adventure,381557539,"The Chronicles of Narnia: The Lion, t…",PG,,,09-12-2005,,,291710957
,,,,,,,,,,,,,,,,,,Adventure,105037235,Eight Below,PG,,,17-02-2006,,,81612565
,,,,,,,,,,,,,,,,,,Adventure,53619462,Underdog,PG,,,03-08-2007,,,43760605
,,,,,,,,,,,,,,,,,,Adventure,267003525,National Treasure 2: Book of Secrets,PG,,,21-12-2007,,,219961501
,,,,,,,,,,,,,,,,,,Adventure,166277038,The Chronicles of Narnia: Prince Caspian,PG,,,16-05-2008,,,141621490
,,,,,,,,,,,,,,,,,,Adventure,75501997,Race to Witch Mountain,PG,,,13-03-2009,,,67172594
,,,,,,,,,,,,,,,,,,Adventure,134246932,G-Force,PG,,,24-07-2009,,,119436770
,,,,,,,,,,,,,,,,,,Adventure,357063499,Alice in Wonderland,PG,,,05-03-2010,,,334191110
,,,,,,,,,,,,,,,,,,Adventure,67473105,The Sorcerer's Apprentice,PG,,,14-07-2010,,,63150991
,,,,,,,,,,,,,,,,,,Adventure,214388548,Tangled,PG,,,24-11-2010,,,200821936
,,,,,,,,,,,,,,,,,,Adventure,183619259,Tron: Legacy,PG,,,17-12-2010,,,172062763
,,,,,,,,,,,,,,,,,,Adventure,22741603,Mars Needs Moms,PG,,,11-03-2011,,,21392758
,,,,,,,,,,,,,,,,,,Adventure,2984,Zokkomon,PG,,,22-04-2011,,,2815
,,,,,,,,,,,,,,,,,,Adventure,251292441,Brave,PG,,,22-06-2012,,,237282182
,,,,,,,,,,,,,,,,,,Adventure,200354959,Wreck-It Ralph,PG,,,02-11-2012,,,189412677
,,,,,,,,,,,,,,,,,,Adventure,243434130,Oz the Great and Powerful,PG,,,08-03-2013,,,234770996
,,,,,,,,,,,,,,,,,,Adventure,414997174,Frozen,PG,,,22-11-2013,,,400738009
,,,,,,,,,,,,,,,,,,Adventure,249089809,Maleficent,PG,,,30-05-2014,,,241407328
,,,,,,,,,,,,,,,,,,Adventure,61040349,Planes: Fire and Rescue,PG,,,18-07-2014,,,59157732
,,,,,,,,,,,,,,,,,,Adventure,229249222,Big Hero 6,PG,,,07-11-2014,,,222527828
,,,,,,,,,,,,,,,,,,Adventure,12429583,Strange Magic,PG,,,23-01-2015,,,12429583
,,,,,,,,,,,,,,,,,,Adventure,93436322,Tomorrowland,PG,,,22-05-2015,,,93436322
,,,,,,,,,,,,,,,,,,Adventure,356461711,Inside Out,PG,,,19-06-2015,,,356461711
,,,,,,,,,,,,,,,,,,Adventure,123087120,The Good Dinosaur,PG,,,25-11-2015,,,123087120
,,,,,,,,,,,,,,,,,,Adventure,341268248,Zootopia,PG,,,04-03-2016,,,341268248
,,,,,,,,,,,,,,,,,,Adventure,77042381,Alice Through the Looking Glass,PG,,,27-05-2016,,,77042381
,,,,,,,,,,,,,,,,,,Adventure,55483770,The BFG,PG,,,01-07-2016,,,55483770
,,,,,,,,,,,,,,,,,,Adventure,76233151,Pete’s Dragon,PG,,,12-08-2016,,,76233151
,,,,,,,,,,,,,,,,,,Adventure,246082029,Moana,PG,,,23-11-2016,,,246082029
,,,,,,,,,,,,,,,,,,Comedy,157057661,Splash,PG,,,09-03-1984,,,62599495
,,,,,,,,,,,,,,,,,,Comedy,353334607,3 Men and a Baby,PG,,,25-11-1987,,,167780960
,,,,,,,,,,,,,,,,,,Comedy,82352451,Big Business,PG,,,10-06-1988,,,40150487
